category,created_at,image,link,text,title
colunas,1º.mai.2024 às 13h15,https://f.i.uol.com.br/fotografia/2024/05/01/171458520466327e7414681_1714585204_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/rodrigo-tavares/2024/05/mr-musk-as-suas-empresas-nao-sao-sustentaveis.shtml,"Sob a superfície da inovação tecnológica, residem práticas empresariais e de governança questionáveis Elon Musk não gosta do 1º de maio. É contra a existência de sindicatos. Tem problemas co ...","Mr. Musk, as suas empresas não são sustentáveis"
equilibrio,1º.mai.2024 às 13h15,https://f.i.uol.com.br/fotografia/2024/05/01/171458520466327e7414681_1714585204_3x2_xs.jpg,https://www1.folha.uol.com.br/equilibrio/2024/05/desodorante-natural-ou-antitranspirante-qual-e-mais-saudavel.shtml,"A BBC conversou com dois especialistas para entender o que é melhor para o corpo Nos últimos anos, tem crescido no mercado a oferta de desodorantes naturais que prometem ser menos agressivos ...",Desodorante natural ou antitranspirante: qual é mais saudável?
blogs,1º.mai.2024 às 13h06,https://f.i.uol.com.br/fotografia/2024/05/01/171458520466327e7414681_1714585204_3x2_xs.jpg,https://www1.folha.uol.com.br/blogs/hashtag/2024/05/busca-por-madonna-entre-brasileiros-no-google-e-a-maior-em-mais-de-10-anos.shtml,Brasil foi o país onde mais se pesquisou pela rainha do pop na última semana; veja repostas para principais dúvidas buscadas O assunto do momento é Madonna. Abril de 2024 foi o mês com mais  ...,Busca por Madonna entre brasileiros no Google é a maior em mais de 10 anos
cotidiano,1º.mai.2024 às 13h03,https://f.i.uol.com.br/fotografia/2024/05/01/171458520466327e7414681_1714585204_3x2_xs.jpg,https://www1.folha.uol.com.br/cotidiano/2024/05/pf-recupera-livro-de-1823-furtado-ha-16-anos-no-para.shtml,"Obra do alemão Johann Baptist von Spix foi encontrada em Londres A Polícia Federal (PF) anunciou nesta quarta-feira (1º) que recuperou um livro de 1823, furtado há 16 anos do museu Emílio Go ...",PF recupera livro de 1823 furtado há 16 anos no Pará
mercado,1º.mai.2024 às 13h02,https://f.i.uol.com.br/fotografia/2024/05/01/171458520466327e7414681_1714585204_3x2_xs.jpg,https://aovivo.folha.uol.com.br/mercado/2024/05/01/6368-dolar-empresas-e-bolsas-acompanhe-ao-vivo-o-mercado.shtml#post440283,"Os preços do petróleo caíram cerca de 2%, para o menor nível em sete semanas, nesta quarta-feira (1), devido a um aumento surpreendente nos estoques de petróleo bruto dos EUA, à perspectiva  ...",Petróleo cai para mínima de 7 semanas com aumento dos estoques nos EUA
esporte,1º.mai.2024 às 13h02,https://f.i.uol.com.br/fotografia/2024/05/01/171458520466327e7414681_1714585204_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/05/sem-herdeiros-campeoes-brasil-vive-jejum-na-f1-desde-reinado-de-senna.shtml,"País teve seu último título em 1991 e hoje não conta com nenhum representante na principal categoria do automobilismo Quando Ayrton Senna conquistou seu terceiro título mundial, em 1991, par ...","Sem herdeiros campeões, Brasil vive jejum na F1 desde reinado de Senna"
celebridades,1º.mai.2024 às 13h00,https://f.i.uol.com.br/fotografia/2024/05/01/171458520466327e7414681_1714585204_3x2_xs.jpg,https://f5.folha.uol.com.br/celebridades/2024/05/ana-castela-e-gustavo-mioto-reatam-namoro-com-beijao-em-show.shtml,Veja o momento de carinho no Ribeirão Rodeo Music Eles voltaram. Ana Castela e Gustavo Mioto estão namorando novamente. E nem foi preciso declaração oficial para atestar o romance.  Durante  ...,Ana Castela e Gustavo Mioto reatam namoro com beijão em show
equilibrioesaude,1º.mai.2024 às 13h00,https://f.i.uol.com.br/fotografia/2024/05/01/171458520466327e7414681_1714585204_3x2_xs.jpg,https://www1.folha.uol.com.br/equilibrioesaude/2024/05/rastreamento-de-cancer-de-mama-deve-comecar-aos-40-anos-dizem-especialistas.shtml,"Painel norte-americano apresenta nova recomendação devido ao aumento de casos da doença em mulheres jovens Diante do aumento da incidência de câncer de mama em mulheres jovens, um painel de  ...","Rastreamento de câncer de mama deve começar aos 40 anos, dizem especialistas"
mercado,1º.mai.2024 às 12h59,https://f.i.uol.com.br/fotografia/2024/05/01/171458520466327e7414681_1714585204_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/05/lula-visita-campo-da-neo-quimica-arena-no-dia-do-trabalho-veja-video.shtml,"Presidente joga bola com Basílio, Edílson e Zé Maria, e ganha camisa do Corinthians O presidente Luiz Inácio Lula da Silva (PT) esteve pela primeira vez no campo da Neo Química Arena antes d ...",Lula visita campo da Neo Química Arena no Dia do Trabalho; veja vídeo
colunas,1º.mai.2024 às 12h56,https://f.i.uol.com.br/fotografia/2024/05/01/171458520466327e7414681_1714585204_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/solange-srour/2024/05/expectativas-de-inflacao-desancoradas-sao-preocupantes.shtml,Credibilidade da autoridade monetária é crucial para expectativas As expectativas de inflação desempenham um papel crítico na eficácia da política monetária. É muito mais provável que um ban ...,Expectativas de inflação desancoradas são preocupantes
ilustrada,1º.mai.2024 às 12h39,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/05/fas-de-madonna-no-rio-batalham-por-entradas-vip-com-acao-do-itau-para-show.shtml,"Patrocinadora master do evento distribuiu entradas para setor em frente ao palco, e ingressos são disputados nos arredores do Copacabana Palace A organização do show gratuito de Madonna na p ...",Fãs de Madonna no Rio batalham por entradas VIP com ação do Itaú para show
equilibrio,1º.mai.2024 às 12h37,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/equilibrio/2024/05/dancar-com-madonna-me-manteve-vivo-a-historia-do-bailarino-descoberto-por-cantora-e-que-lidou-com-hiv-durante-famosa-turne.shtml,"O bailarino belga Salim Gauwloos dançou por dez meses ao lado de Madonna na famosa turnê mundial 'Blond Ambition' Em 1990, o bailarino belga Salim Gauwloos estava vivendo, no palco, o seu au ...",'Dançar com Madonna me manteve vivo': a história do bailarino descoberto por cantora e que lidou com HIV durante famosa turnê
ilustrada,1º.mai.2024 às 12h27,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/05/daniel-radcliffe-diz-estar-triste-com-postura-transfobica-de-jk-rowling.shtml,"Ator principal da saga 'Harry Potter' afirmou que falas ofensivas da escritora não devem ser associadas ao resto do elenco O ator principal da saga ""Harry Potter"", Daniel Radcliffe, diz lame ...",Daniel Radcliffe diz estar triste com postura transfóbica de JK Rowling
equilibrioesaude,1º.mai.2024 às 12h20,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/equilibrioesaude/2024/05/com-mais-de-80-anos-superidosos-tem-memoria-de-uma-pessoa-20-a-30-anos-mais-jovem.shtml,"Nova pesquisa investiga por que o cérebro de alguns octogenários preserva tão bem a cognição e as lembranças Quando se trata de envelhecimento, tendemos a assumir que a cognição piora à medi ...","Com mais de 80 anos, superidosos têm memória de uma pessoa 20 a 30 anos mais jovem"
galerias,1º.mai.2024 às 12h13,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://fotografia.folha.uol.com.br/galerias/1797862899726395-veja-protestos-pelo-mundo-neste-1-de-maio-dia-do-trabalho#foto-1797862900043809,"Visão geral da praça da Bastilha mostra manifestantes durante o protesto anual que marca o Dia Internacional do Trabalho, em Paris, França. 01.05.2024 ...","Veja protestos pelo mundo neste 1º de maio, Dia do Trabalho"
mercado,1º.mai.2024 às 12h06,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/05/embraer-avalia-projeto-para-lancar-jato-e-enfrentar-boeing-e-airbus-diz-jornal-empresa-nega.shtml,Companhia brasileira afirma que não tem planos para um grande ciclo de gastos A fabricante de aviões brasileira Embraer negou nesta quarta-feira (1°) que esteja planejando desenvolver um nov ...,"Embraer avalia projeto para lançar avião e enfrentar Boeing e Airbus, diz jornal; empresa nega"
poder,1º.mai.2024 às 12h02,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/poder/2024/05/ministro-de-lula-chama-regulacao-de-fake-news-de-pl00-e-diz-que-se-legislativo-atrasar-tse-tera-poder.shtml,"Paulo Pimenta afirma confiar na instalação de grupo de trabalho prometido por Lira ""PL2630 agora nem é mais 2630, é PL00"", afirmou nesta quarta-feira (1º) o ministro-chefe da Secretaria de C ...","Ministro de Lula chama regulação de fake news de PL00 e diz que, se Legislativo atrasar, TSE terá poder"
ciencia,1º.mai.2024 às 12h00,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/ciencia/2024/05/brasil-e-china-preparam-novo-satelite-para-america-do-sul.shtml,"Será o primeiro meteorológico do país, contribuindo para agricultura e meio ambiente, diz presidente de agência espacial Brasil e China devem anunciar daqui a um mês um novo satélite conjunt ...",Brasil e China preparam novo satélite para América do Sul
voceviu,1º.mai.2024 às 12h00,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://f5.folha.uol.com.br/voceviu/2024/05/embaixador-da-coreia-do-sul-celebra-viralizacao-e-diz-que-samba-tambem-e-diplomacia-contagioso.shtml,"Lim Ki-mo se tornou queridinho nas redes ao entoar clássicos do samba e da MPB em karaokês O embaixador estava animado quando marcamos a entrevista. ""Muito obrigada pela sua gentil atenção"", ...",Embaixador da Coreia do Sul celebra viralização e diz que samba também é diplomacia: 'Contagioso'
mundo,1º.mai.2024 às 11h55,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/mundo/2024/05/documento-secreto-diz-que-forcas-de-seguranca-do-ira-molestaram-e-mataram-manifestante-adolescente.shtml,Papéis da Guarda Revolucionária aos quais a BBC teve acesso mostram detalhes dos últimos momentos de Nika Shakarami Uma adolescente iraniana foi abusada sexualmente e morta por três homens q ...,Documento secreto diz que forças de segurança do Irã molestaram e mataram manifestante adolescente
tec,1º.mai.2024 às 11h51,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/tec/2024/05/lula-tem-recebido-briefings-sobre-ia-e-determinou-que-tema-seja-prioridade-do-g20.shtml,Presidente defende que assunto esteja na declaração final após a reunião da cúpula em novembro O presidente Luiz Inácio Lula da Silva tem recebido briefings periódicos sobre aspectos da inte ...,Lula tem recebido briefings sobre IA e determinou que tema seja prioridade do G20
ilustrada,1º.mai.2024 às 11h48,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/05/perfis-com-retratos-de-dancarinos-de-madonna-surgem-em-app-de-pegacao.shtml,"Contas, que podem ser falsas, aparecem no Grindr às vésperas de show da cantora na praia de Copacabana no sábado Quem estiver passeando pela orla de Copacabana, próximo ao Copacabana Palace, ...",Perfis com retratos de dançarinos de Madonna surgem em app de pegação
musica,1º.mai.2024 às 11h42,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://f5.folha.uol.com.br/musica/2024/05/bruno-mars-voltara-ao-brasil-para-show-no-estadio-do-morumbi.shtml,"Live Nation confirma retorno do artista; datas e abertura de ingressos serão confirmados em breve Bruno Mars está de volta. Ainda em 2024, o artista fará shows no Brasil novamente. A Live Na ...",Bruno Mars voltará ao Brasil para show no estádio do Morumbi
cotidiano,1º.mai.2024 às 11h40,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/cotidiano/2024/05/parte-de-teto-desaba-e-fere-tres-criancas-em-creche-da-rede-municipal-de-sp.shtml,"Prefeitura diz que alunos tiveram escoriações leves e vai investigar se houve negligência Parte do teto do CEI (Centro de Educação Infantil) Cora Coralina, na Vila Amália, zona norte de São  ...",Parte de teto desaba e fere três crianças em creche da rede municipal de SP
mercado,1º.mai.2024 às 11h40,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/05/dolar-em-alta-enfraquece-moedas-pelo-mundo-e-coloca-bancos-centrais-em-dilema.shtml,"Moedas mais fracas na Europa, Canadá e na Ásia podem limitar ciclo de corte de juros Todas as principais moedas do mundo caíram em relação ao dólar dos EUA este ano, numa mudança ampla e com ...",Dólar em alta enfraquece moedas pelo mundo e coloca bancos centrais em dilema
galerias,1º.mai.2024 às 11h40,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://fotografia.folha.uol.com.br/galerias/1796791919416937-veja-imagens-da-campanha-respeitameucapelo#foto-1796791919570352,"Gabi di Abade, 17, na campanha #RespeitaMeuCapelo ...",Veja imagens da campanha #RespeitaMeuCapelo
blogs,1º.mai.2024 às 11h37,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/blogs/musica-em-letras/2024/05/sons-de-spaulo-o-som-do-dia-do-trabalhador.shtml,"Assista ao vídeo no qual um grupo de operários trabalha no Dia do Trabalhador em uma das muitas obras de São Paulo Sons de S.Paulo é uma série do Música em Letras na qual sons das cidades, c ...",Sons de S.Paulo: o som do Dia do Trabalhador
ilustrada,1º.mai.2024 às 11h33,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/05/paul-auster-sabia-que-acasos-do-destino-o-levaram-a-literatura.shtml,"Escritor americano, morto nesta terça, disse à Folha que ver um amigo adolescente ser eletrocutado foi 'chamado à consciência' O escritor Paul Auster, morto nesta terça, tinha 14 anos quando ...",Paul Auster sabia que acasos do destino o levaram à literatura
mundo,1º.mai.2024 às 11h22,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/mundo/2024/05/invasao-a-embaixada-mexicana-ocorreu-em-circunstancias-excepcionais-diz-equador-a-cij.shtml,Operação que retirou à força ex-vice-presidente equatoriano gerou crise diplomática e contestação em tribunal internacional O Equador assegurou nesta quarta-feira (1º) perante a Corte Intern ...,"Invasão da embaixada mexicana foi incidente isolado, diz Equador à ONU"
galerias,1º.mai.2024 às 11h17,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://fotografia.folha.uol.com.br/galerias/1797859855478834-fotos-de-dancarinos-de-madonna-no-grindr#foto-1797862050880745,Perfil com foto do performer James Vu Anh Pham ...,Fotos de dançarinos de Madonna no Grindr
mercado,1º.mai.2024 às 11h09,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/05/pimenta-defende-remuneracao-de-jornalistas-e-artistas-por-uso-de-dados-para-ia.shtml,"Ministro da Secretaria de Comunicação Social também alfinetou o bilionário Elon Musk, dono do X (ex-Twitter), e elogiou o judiciário brasileiro O ministro-chefe da Secretaria de Comunicação  ...",Pimenta defende remuneração de jornalistas e artistas por uso de dados para IA
mundo,1º.mai.2024 às 11h03,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/mundo/2024/05/reino-unido-comeca-a-deter-migrantes-que-serao-deportados-para-ruanda.shtml,Lei que permite enviar estrangeiros em situação irregular aos país africano foi aprovada na semana passada Autoridades policiais do Reino Unido começaram a deter migrantes em situação irregu ...,Reino Unido começa a deter migrantes que serão deportados para Ruanda
colunas,1º.mai.2024 às 11h00,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/tom-farias/2024/05/joao-candido-e-a-face-de-heroismo-na-historia-do-povo-negro.shtml,"Após 114 anos da revolta que parou o país, marinheiro é alvo de críticas da Marinha ""Meu pai é do Brasil"", me disse, há uns dois anos, Adalberto do Nascimento Cândido, filho de João Cândido, ...",João Cândido é a face de heroísmo na história do povo negro
blogs,1º.mai.2024 às 11h00,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/blogs/novo-em-folha/2024/05/organizacao-vai-premiar-reportagens-que-destacam-a-amazonia.shtml,"Jornalistas podem se inscrever no 1° Prêmio Ampla de Jornalismo até 15 de setembro A Ampla Amazônia, organização paraense dedicada ao desenvolvimento regional, está com inscrições abertas pa ...",Organização vai premiar reportagens que destacam a Amazônia
colunas,1º.mai.2024 às 11h00,https://f.i.uol.com.br/fotografia/2024/05/01/171457770566326129940ff_1714577705_3x2_xs.jpg,https://www1.folha.uol.com.br/colunas/robson-jesus/2024/05/meu-ano-novo-nos-andes.shtml,"Vi ali, à noite, um dos mais belos céus do planeta Terra Na véspera do Natal de 2023, estive na Austrália e recebi um convite do meu amigo Tales Barreto para passar o Ano-Novo nas montanhas  ...",Meu Ano-Novo nos Andes
celebridades,1º.mai.2024 às 11h00,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://f5.folha.uol.com.br/celebridades/2024/05/marcos-pasquim-afirma-que-teve-panico-durante-toda-a-novela-kubanacan-em-2003.shtml,"Ator diz que tomou remédios por quatro anos e que hoje está curado Lembra do descamisado Esteban de ""Kubanacan"" (Globo, 2003), interpretado por Marcos Pasquim? Saiba que naquela época o ator ...","Marcos Pasquim afirma que teve pânico durante toda a novela 'Kubanacan', em 2003"
passeios,1º.mai.2024 às 11h00,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://guia.folha.uol.com.br/passeios/2024/05/game-of-thrones-tem-exposicao-com-replicas-de-cenarios-e-objetos-da-serie-veja-ingressos.shtml,"Evento fica em cartaz no shopping Center Norte, na capital, até agosto O shopping Center Norte, próximo ao terminal rodoviário Tietê, em São Paulo, recebe a exposição ""Game of Thrones e Hous ...",'Game of Thrones' tem exposição com réplicas de cenários e objetos da série; veja ingressos
ilustrada,1º.mai.2024 às 10h47,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/05/marina-lima-apoia-artistas-que-ficaram-de-fora-do-rock-in-rio-precisa-de-conchavos.shtml,Artista marcou Gaby Amarantos nas redes sociais e comentou a exclusão de fatia de cantores nortistas do Dia Brasil A cantora Marina Lima comentou nas redes sociais as críticas à seleção dos  ...,Marina Lima apoia artistas que ficaram de fora do Rock in Rio: 'Precisa de conchavos'
ilustrada,1º.mai.2024 às 10h33,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/05/paul-auster-morto-aos-77-tera-seu-ultimo-livro-lancado-no-brasil-neste-ano.shtml,"'Baumgartner', o 20º romance da carreira do autor, sai no segundo semestre pela Companhia das Letras O escritor americano Paul Auster, morto nesta terça-feira aos 77 anos, terá seu último li ...","Paul Auster, morto aos 77, terá seu último livro lançado no Brasil neste ano"
mercado,1º.mai.2024 às 10h28,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://aovivo.folha.uol.com.br/mercado/2024/05/01/6368-dolar-empresas-e-bolsas-acompanhe-ao-vivo-o-mercado.shtml#post440282,"A criação de vagas de trabalho no setor privado dos Estados Unidos cresceu em abril e superou as expectativas, mostraram dados divulgados nesta quarta-feira (1). Foram abertos 192 mil postos ...",Abertura de vagas no setor privado dos EUA cresce em abril e supera expectativas
mundo,1º.mai.2024 às 10h25,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/mundo/2024/05/ao-menos-51-mil-criancas-e-adolescentes-refugiados-estao-desaparecidos-na-europa-diz-relatorio.shtml,"Milhares de crianças e adolescentes que já estiveram sob a guarda das autoridades estão desaparecidos, segundo levantamento de rede de jornalistas Em toda a Europa, cerca de 51.400 crianças  ...","Ao menos 51 mil crianças e adolescentes refugiados estão desaparecidos na Europa, diz relatório"
mercado,1º.mai.2024 às 10h10,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://aovivo.folha.uol.com.br/mercado/2024/05/01/6368-dolar-empresas-e-bolsas-acompanhe-ao-vivo-o-mercado.shtml#post440281,"Autoridades do banco central dos Estados Unidos vão concluir sua reunião de política monetária nesta quarta-feira (1), com uma nova declaração e comentários do chairman do Federal Reserve, J ...",Fed deve manter juros enquanto inflação diminui chances de flexibilização monetária
ilustrada,1º.mai.2024 às 10h00,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/05/fama-de-madonna-entre-novinhos-diz-mais-sobre-tiktok-do-que-sobre-ela.shtml,"Rede virou um baú de onde músicas antigas são resgatadas o tempo todo, ainda que a obra da artista siga relevante Um levantamento publicado neste jornal apontou que a geração Z, a que perten ...",Fama de Madonna entre novinhos diz mais sobre TikTok do que sobre ela
televisao,1º.mai.2024 às 10h00,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://f5.folha.uol.com.br/televisao/2024/05/virginia-fonseca-emplaca-na-televisao-e-sobe-audiencia-do-sbt-em-todo-o-brasil.shtml,"Sabadou, primeira investida da influenciadora como apresentadora, eleva os índices pelo país No ar desde o início de abril, o Sabadou com Virginia, primeira experiência da apresentadora Virg ...",Virginia Fonseca emplaca na televisão e sobe audiência do SBT em todo o Brasil
mercado,1º.mai.2024 às 10h00,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/05/veja-5-dicas-de-como-se-preparar-para-o-concurso-nacional-unificado-a-cinco-dias-da-prova.shtml,"Exame será aplicada no domingo (5) para 2,1 milhões de candidatos em todo o país A exatos cinco dias do CNU (Concurso Nacional Unificado), os 2,1 milhões de aspirantes a servidores públicos  ...",Veja 5 dicas de como se preparar para o Concurso Nacional Unificado a cinco dias da prova
equilibrio,1º.mai.2024 às 10h00,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/equilibrio/2024/05/nao-quero-ser-chefe-nao-vale-a-pena-os-brasileiros-que-querem-mais-equilibrio-entre-trabalho-e-vida-pessoal.shtml,"Pesquisa recente mostrou que, embora 27% dos entrevistados queiram ganhar mais e ter benefícios melhores nos próximos dois anos, só 10% ambicionam assumir cargos de gestão A fotógrafa Paula  ...",'Não quero ser chefe. Não vale a pena': os brasileiros que querem mais equilíbrio entre trabalho e vida pessoal
mercado,1º.mai.2024 às 10h00,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/05/biden-abre-caminho-para-produtores-de-milho-lucrarem-com-combustivel-de-aviacao-sustentavel.shtml,"Departamento do Tesouro divulgou orientações sobre crédito disponível para os produtores do SAF O governo Joe Biden emitiu orientações sobre a produção de combustível limpo para aviação, abr ...",Biden abre caminho para produtores de milho lucrarem com combustível de aviação sustentável
cotidiano,1º.mai.2024 às 10h00,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/cotidiano/2024/05/sp-tem-tres-meses-para-retirar-mais-de-900-pacientes-de-manicomios-judiciarios.shtml,"Falta de profissionais e particularidades dos casos devem fazer estado ultrapassar o prazo A três meses do prazo para fechar hospitais de custódia e tratamento psiquiátrico (HCTP), os chamad ...",SP tem três meses para retirar mais de 900 pacientes de manicômios judiciários
esporte,1º.mai.2024 às 9h49,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/esporte/2024/05/dez-momentos-que-transformaram-o-menino-ayrton-na-lenda-senna.shtml,"Confira alguns dos episódios marcantes na trajetória do tricampeão mundial de F1 ""Vocês sabem quem ele é, né? Senna, o melhor!""  Adelaide, na Austrália, havia sido palco da última etapa do c ...",Dez momentos que transformaram o menino Ayrton na lenda Senna
equilibrio,1º.mai.2024 às 9h45,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/equilibrio/2024/05/entenda-com-os-protetores-termicos-funcionam-para-proteger-o-cabelo.shtml,"Antes de secador, chapinha ou babyliss, especialistas recomendam o uso dos produtos para não danificar os fios Cabeleireiros, tricologistas e especialistas em fios recomendam o uso de protet ...",Entenda com os protetores térmicos funcionam para proteger o cabelo
poder,1º.mai.2024 às 9h43,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/poder/2024/05/comitiva-brasileira-propoe-a-oea-relatoria-de-crimes-contra-democracia-e-se-contrapoe-a-bolsonarismo.shtml,Grupo liderado pela senadora Eliziane Gama defende Moraes em embate com Musk e se reúne com deputados democratas Uma comitiva de congressistas brasileiros propôs a criação na CIDH (Comissão  ...,Comitiva brasileira propõe à OEA relatoria de crimes contra democracia e se contrapõe a bolsonarismo
mercado,1º.mai.2024 às 9h40,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/mercado/2024/05/congresso-conservador-trava-medidas-trabalhistas-diz-ministro.shtml,"Marinho, à frente do Trabalho, diz que chegou a hora de discutir redução da jornada de trabalho e que sindicato fraco 'só enche o saco' O ministro do Trabalho, Luiz Marinho, afirma que o per ...","Congresso conservador trava medidas trabalhistas, diz ministro"
mundo,1º.mai.2024 às 9h35,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/mundo/2024/05/manifestantes-pro-palestina-e-pro-israel-se-enfrentam-em-universidade-na-california.shtml,Polícia foi acionada e separou grupos na Ucla por volta das 3h30; confronto envolveu pedaços de pau e fogos de artifício A Ucla (Universidade da Califórnia em Los Angeles) acionou a polícia  ...,
ilustrada,1º.mai.2024 às 9h28,https://f.i.uol.com.br/fotografia/2024/05/01/1714571181663247ad3ba1d_1714571181_3x2_xs.jpg,https://www1.folha.uol.com.br/ilustrada/2024/05/wagner-moura-vai-estrelar-o-agente-secreto-novo-filme-de-kleber-mendonca-filho.shtml,"Filme do diretor de 'Bacurau' vai se passar no Brasil da ditadura militar e terá ainda Maria Fernanda Cândido no elenco O ator Wagner Moura será uma das estrelas de ""O Agente Secreto"", o nov ...","Wagner Moura vai estrelar 'O Agente Secreto', novo filme de Kleber Mendonça Filho"
